STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,isced11,International Standard Classification of Education (ISCED 2011),sex,Sex,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,FI,Finland,2019,,24.8,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,FI,Finland,2020,,26.5,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,FI,Finland,2021,,25.6,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,FI,Finland,2022,,26.5,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,FI,Finland,2023,,28.8,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,FR,France,2013,,,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,FR,France,2015,,24.7,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,FR,France,2016,,25.5,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,FR,France,2017,,26.2,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,FR,France,2018,,26.5,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,FR,France,2019,,27.4,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,FR,France,2020,,29.2,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,FR,France,2021,,29.7,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,FR,France,2022,,29.9,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,FR,France,2023,,27.6,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,HR,Croatia,2013,,15.5,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,HR,Croatia,2014,,15.7,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,HR,Croatia,2015,,16.8,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,HR,Croatia,2016,,17.1,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,HR,Croatia,2017,,18.5,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,HR,Croatia,2018,,18.6,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,HR,Croatia,2019,,19.8,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,HR,Croatia,2020,,20.6,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,HR,Croatia,2021,,20.5,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,HR,Croatia,2022,,21.9,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,HR,Croatia,2023,,22.1,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,HU,Hungary,2013,,11.2,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,HU,Hungary,2014,,12.2,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,HU,Hungary,2015,,12.2,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,HU,Hungary,2016,,12.6,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,HU,Hungary,2017,,12.1,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,HU,Hungary,2018,,12.2,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,HU,Hungary,2019,,12.3,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,HU,Hungary,2020,,23.5,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,HU,Hungary,2021,,13.5,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,HU,Hungary,2022,,12.8,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,HU,Hungary,2023,,15.9,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,IE,Ireland,2013,,21.6,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,IE,Ireland,2014,,23.9,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,IE,Ireland,2015,,29.8,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,IE,Ireland,2016,,30.6,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,IE,Ireland,2017,,32.7,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,IE,Ireland,2018,,35.2,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,IE,Ireland,2019,,36.9,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,IE,Ireland,2020,,39.9,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,IE,Ireland,2021,,40.3,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,IE,Ireland,2022,,40.1,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,IE,Ireland,2023,,39.5,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,IS,Iceland,2013,,14.4,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,IS,Iceland,2014,,16.3,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,IS,Iceland,2015,,16.5,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,IS,Iceland,2016,,18.0,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,IS,Iceland,2017,,17.4,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,IS,Iceland,2018,,15.2,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,IS,Iceland,2019,,15.9,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,IS,Iceland,2020,,14.6,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,IS,Iceland,2021,,16.0,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,IS,Iceland,2022,,16.3,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,IT,Italy,2013,,13.8,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,IT,Italy,2014,,13.9,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,IT,Italy,2015,,13.5,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,IT,Italy,2016,,13.8,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,IT,Italy,2017,,14.5,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,IT,Italy,2018,,15.5,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,IT,Italy,2019,,16.6,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,IT,Italy,2020,,16.9,,p,provisional,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,IT,Italy,2021,,18.3,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,IT,Italy,2022,,18.5,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,LI,Liechtenstein,2013,,12.7,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,LI,Liechtenstein,2014,,11.4,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,LI,Liechtenstein,2015,,11.5,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,LI,Liechtenstein,2016,,11.3,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,LI,Liechtenstein,2017,,11.3,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,LI,Liechtenstein,2018,,7.0,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,LI,Liechtenstein,2019,,9.0,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,LI,Liechtenstein,2020,,13.8,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,LI,Liechtenstein,2021,,18.5,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,LI,Liechtenstein,2022,,9.1,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,LT,Lithuania,2013,,22.5,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,LT,Lithuania,2014,,19.3,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,LT,Lithuania,2015,,18.5,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,LT,Lithuania,2016,,18.0,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,LT,Lithuania,2017,,18.9,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,LT,Lithuania,2018,,19.9,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,LT,Lithuania,2019,,19.8,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,LT,Lithuania,2020,,18.7,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,LT,Lithuania,2021,,18.2,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,LT,Lithuania,2022,,17.9,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,LT,Lithuania,2023,,18.1,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,LU,Luxembourg,2013,,3.6,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,LU,Luxembourg,2014,,3.5,,,,,
