STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,isced11,International Standard Classification of Education (ISCED 2011),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),ES,Spain,2016,,10260.8,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),ES,Spain,2017,,10855.5,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),ES,Spain,2018,,11126.1,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),ES,Spain,2019,,11696.6,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),ES,Spain,2020,,12051.9,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),ES,Spain,2021,,13364.9,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),ES,Spain,2022,,14795.8,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),EU27_2020,European Union - 27 countries (from 2020),2017,,153783.8,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),EU27_2020,European Union - 27 countries (from 2020),2018,,160918.7,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),EU27_2020,European Union - 27 countries (from 2020),2019,,166342.2,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),EU27_2020,European Union - 27 countries (from 2020),2020,,171517.8,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),EU27_2020,European Union - 27 countries (from 2020),2021,,182907.9,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),EU27_2020,European Union - 27 countries (from 2020),2022,,185547.0,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),EU28,European Union - 28 countries (2013-2020),2017,,185826.4,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),EU28,European Union - 28 countries (2013-2020),2018,,194865.0,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),EU28,European Union - 28 countries (2013-2020),2019,,201703.4,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),FI,Finland,2012,,4104.8,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),FI,Finland,2013,,4081.7,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),FI,Finland,2014,,4101.7,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),FI,Finland,2015,,3968.3,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),FI,Finland,2016,,3955.6,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),FI,Finland,2017,,3738.0,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),FI,Finland,2018,,3591.6,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),FI,Finland,2019,,3624.2,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),FI,Finland,2020,,3776.9,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),FI,Finland,2021,,3844.8,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),FI,Finland,2022,,3961.6,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),FR,France,2012,,25802.4,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),FR,France,2013,,26290.4,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),FR,France,2014,,26785.1,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),FR,France,2015,,27377.9,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),FR,France,2016,,27321.5,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),FR,France,2017,,28174.2,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),FR,France,2018,,29015.9,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),FR,France,2019,,29599.9,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),FR,France,2020,,29677.3,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),FR,France,2021,,30885.8,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),FR,France,2022,,31965.1,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),HR,Croatia,2015,,,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),HR,Croatia,2016,,378.1,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),HR,Croatia,2017,,423.8,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),HR,Croatia,2018,,450.8,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),HR,Croatia,2019,,479.1,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),HR,Croatia,2020,,488.6,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),HR,Croatia,2021,,518.9,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),HR,Croatia,2022,,569.7,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),HU,Hungary,2012,,792.7,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),HU,Hungary,2013,,913.8,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),HU,Hungary,2014,,804.4,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),HU,Hungary,2015,,726.7,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),HU,Hungary,2016,,862.8,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),HU,Hungary,2017,,1047.8,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),HU,Hungary,2018,,1100.9,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),HU,Hungary,2019,,1088.4,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),HU,Hungary,2020,,1043.6,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),HU,Hungary,2021,,2031.9,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),HU,Hungary,2022,,1422.4,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),IE,Ireland,2012,,2160.0,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),IE,Ireland,2013,,2061.7,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),IE,Ireland,2014,,1982.5,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),IE,Ireland,2015,,2914.5,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),IE,Ireland,2016,,2938.2,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),IE,Ireland,2017,,2891.5,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),IE,Ireland,2018,,2982.1,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),IE,Ireland,2019,,3059.8,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),IE,Ireland,2020,,3147.8,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),IE,Ireland,2021,,3394.9,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),IE,Ireland,2022,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),IS,Iceland,2012,,168.8,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),IS,Iceland,2013,,175.0,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),IS,Iceland,2014,,193.6,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),IS,Iceland,2015,,222.5,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),IS,Iceland,2016,,278.3,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),IS,Iceland,2017,,298.5,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),IS,Iceland,2018,,273.8,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),IS,Iceland,2019,,283.3,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),IS,Iceland,2020,,277.2,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),IS,Iceland,2021,,310.3,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),IS,Iceland,2022,,362.9,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),IT,Italy,2012,,12691.3,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),IT,Italy,2013,,13075.1,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),IT,Italy,2014,,12944.9,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),IT,Italy,2015,,12542.0,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),IT,Italy,2016,,12370.0,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),IT,Italy,2017,,13052.6,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),IT,Italy,2018,,13714.8,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),IT,Italy,2019,,13967.5,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),IT,Italy,2020,,14558.7,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),IT,Italy,2021,,15540.9,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),IT,Italy,2022,,17336.6,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),LI,Liechtenstein,2012,,,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),LI,Liechtenstein,2013,,,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),LI,Liechtenstein,2014,,,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),LI,Liechtenstein,2015,,,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),LI,Liechtenstein,2016,,,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),LT,Lithuania,2012,,460.7,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),LT,Lithuania,2013,,463.8,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),LT,Lithuania,2014,,486.0,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),LT,Lithuania,2015,,439.8,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),LT,Lithuania,2016,,319.6,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),LT,Lithuania,2017,,318.2,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),LT,Lithuania,2018,,359.7,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),LT,Lithuania,2019,,391.1,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),LT,Lithuania,2020,,463.9,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),LT,Lithuania,2021,,479.8,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),LT,Lithuania,2022,,576.1,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),LU,Luxembourg,2012,,192.2,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),LU,Luxembourg,2014,,252.6,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),LU,Luxembourg,2015,,267.3,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),LU,Luxembourg,2016,,253.9,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),LU,Luxembourg,2017,,261.4,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),LU,Luxembourg,2018,,247.2,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),LU,Luxembourg,2019,,279.5,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),LU,Luxembourg,2020,,295.8,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),LU,Luxembourg,2021,,329.9,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),LU,Luxembourg,2022,,331.3,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),LV,Latvia,2012,,301.0,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),LV,Latvia,2013,,218.0,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),LV,Latvia,2014,,265.9,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED5-8,Tertiary education (levels 5-8),LV,Latvia,2015,,286.8,,,,,
