STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,age,Age class,sex,Sex,isced11,International Standard Classification of Education (ISCED 2011),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),AL,Albania,2021,,123797,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),AL,Albania,2022,,123880,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),AL,Albania,2023,,121352,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),AT,Austria,2013,,422778,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),AT,Austria,2014,,421225,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),AT,Austria,2015,,425972,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),AT,Austria,2016,,431125,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),AT,Austria,2017,,430370,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),AT,Austria,2018,,430195,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),AT,Austria,2019,,423049,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),AT,Austria,2020,,422032,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),AT,Austria,2021,,438383,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),AT,Austria,2022,,439477,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),AT,Austria,2023,,436100,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),BA,Bosnia and Herzegovina,2018,,95142,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),BA,Bosnia and Herzegovina,2019,,89016,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),BA,Bosnia and Herzegovina,2020,,82909,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),BA,Bosnia and Herzegovina,2021,,82744,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),BA,Bosnia and Herzegovina,2022,,79148,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),BA,Bosnia and Herzegovina,2023,,76962,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),BE,Belgium,2013,,488488,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),BE,Belgium,2014,,495910,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),BE,Belgium,2015,,504745,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),BE,Belgium,2016,,508270,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),BE,Belgium,2017,,526760,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),BE,Belgium,2018,,515530,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),BE,Belgium,2019,,519212,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),BE,Belgium,2020,,521201,,bd,"break in time series, definition differs (see metadata)",,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),BE,Belgium,2021,,539777,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),BE,Belgium,2022,,549399,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),BE,Belgium,2023,,550999,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),BG,Bulgaria,2013,,283959,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),BG,Bulgaria,2014,,283294,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),BG,Bulgaria,2015,,278953,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),BG,Bulgaria,2016,,266707,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),BG,Bulgaria,2017,,249937,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),BG,Bulgaria,2018,,236335,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),BG,Bulgaria,2019,,229464,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),BG,Bulgaria,2020,,226608,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),BG,Bulgaria,2021,,226361,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),BG,Bulgaria,2022,,226981,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),BG,Bulgaria,2023,,221330,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),CH,Switzerland,2013,,279803,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),CH,Switzerland,2014,,289722,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),CH,Switzerland,2015,,294450,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),CH,Switzerland,2016,,295149,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),CH,Switzerland,2017,,300618,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),CH,Switzerland,2018,,306743,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),CH,Switzerland,2019,,312933,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),CH,Switzerland,2020,,319534,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),CH,Switzerland,2021,,332380,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),CH,Switzerland,2022,,339009,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),CH,Switzerland,2023,,335665,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),CY,Cyprus,2013,,31965,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),CY,Cyprus,2014,,33674,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),CY,Cyprus,2015,,37166,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),CY,Cyprus,2016,,40347,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),CY,Cyprus,2017,,45263,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),CY,Cyprus,2018,,47169,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),CY,Cyprus,2019,,50211,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),CY,Cyprus,2020,,53192,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),CY,Cyprus,2021,,53508,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),CY,Cyprus,2022,,52996,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),CY,Cyprus,2023,,52936,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),CZ,Czechia,2013,,427441,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),CZ,Czechia,2014,,418624,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),CZ,Czechia,2015,,395529,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),CZ,Czechia,2016,,371948,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),CZ,Czechia,2017,,352873,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),CZ,Czechia,2018,,329036,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),CZ,Czechia,2019,,319343,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),CZ,Czechia,2020,,318679,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),CZ,Czechia,2021,,328830,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),CZ,Czechia,2022,,337952,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),CZ,Czechia,2023,,338556,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),DE,Germany,2012,,2939463,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),DE,Germany,2013,,2780013,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),DE,Germany,2014,,2912203,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),DE,Germany,2015,,2977781,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),DE,Germany,2016,,3043084,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),DE,Germany,2017,,3091694,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),DE,Germany,2018,,3127927,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),DE,Germany,2019,,3296249,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),DE,Germany,2020,,3280033,,bd,"break in time series, definition differs (see metadata)",,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),DE,Germany,2021,,3351573,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),DE,Germany,2022,,3362739,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),DE,Germany,2023,,3336119,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),DK,Denmark,2013,,291147,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),DK,Denmark,2014,,301399,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),DK,Denmark,2015,,313756,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),DK,Denmark,2016,,314822,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),DK,Denmark,2017,,312379,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),DK,Denmark,2018,,310903,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),DK,Denmark,2019,,308567,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),DK,Denmark,2020,,307632,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),DK,Denmark,2021,,308152,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),DK,Denmark,2022,,309576,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),DK,Denmark,2023,,298347,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),EE,Estonia,2013,,64806,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),EE,Estonia,2014,,59998,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),EE,Estonia,2015,,55214,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),EE,Estonia,2016,,50595,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),EE,Estonia,2017,,47390,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),EE,Estonia,2018,,45773,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),EE,Estonia,2019,,45484,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),EE,Estonia,2020,,44873,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),EE,Estonia,2021,,44939,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),EE,Estonia,2022,,44319,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),EE,Estonia,2023,,43852,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),EL,Greece,2013,,658474,,,,,
